Timestamp,Price,CallPut,UnderLastTradePrice
2021-06-21 15:17:04.212,32.45,P,624.22
2021-06-21 15:18:46.975,32.43,P,624.47
2021-06-21 15:20:58.270,32.56,P,624.18
2021-06-21 15:20:58.270,32.56,P,624.18
2021-06-21 15:24:40.058,33.4,P,621.47
2021-06-21 15:46:43.198,33.65,P,620.91
2021-06-21 15:46:43.677,33.58,P,620.8933
2021-06-22 09:30:00.090,34.17,P,618.84
2021-06-22 09:30:01.356,34.17,P,618.51
2021-06-22 09:30:01.643,34.25,P,618.5
2021-06-22 09:30:01.643,34.25,P,618.5
2021-06-22 09:32:00.368,34,P,619.86
2021-06-22 09:39:06.197,32.24,P,624.1
2021-06-22 09:39:39.390,32.2,P,623.99
2021-06-22 09:42:18.346,33.5,P,621.3115
